	Description	mean_Catrapid	rank_Catrapid	domain_score	Secretion_nonfused	Secretion_fused	Orignial_rank	final_score	final_rank
CP003496.1_prot_D7S_00016_15	inner membrane ABC transporter permease protein YdeY	0.5353380344108251	127.0	0.06942898987087509	False	False	1907.0	1.0059607240038086	292.0
CP003496.1_prot_D7S_00017_16	ABC transporter, permease, sugar transport	0.30902840626116074	493.0	0.000425340945280952	False	True	1623.0	0.754048529351078	732.0
CP003496.1_prot_D7S_00018_17	rhamnose ABC transporter, rhamnose-binding protein	-0.015603814233222272	1337.0	0.3483645107320968	True	True	923.0	0.6801985936906175	874.0
CP003496.1_prot_D7S_00019_18	aldolase	0.03812647900837645	1193.0	0.00451424905659618	True	False	1053.0	0.4083123500061214	1370.0
CP003496.1_prot_D7S_00020_19	autoinducer-2 modifying protein LsrG	0.7084818362139648	24.0	-0.0050572736220044325	False	False	1982.0	0.9829487233794948	320.0
CP003496.1_prot_D7S_00021_20	pyruvate kinase	-0.2547367378873931	1776.0	-0.06873713976124612	True	True	556.0	0.0437066383496984	1925.0
CP003496.1_prot_D7S_00022_21	ribonucleoside-diphosphate reductase subunit beta	-0.1828011962868868	1666.0	0.34892146906378285	False	False	17.0	0.5163377609178559	1188.0
CP003496.1_prot_D7S_00023_22	ribonucleoside-diphosphate reductase, alpha chain	0.09351955234383415	1056.0	0.5826499040778976	False	False	40.0	1.0549137721438646	223.0
CP003496.1_prot_D7S_00024_23	tryptophan synthase, alpha subunit	0.019635139623716297	1225.0	0.12035485497351384	False	False	1032.0	0.5081609519250381	1202.0
CP003496.1_prot_D7S_00025_24	tryptophan synthase, beta subunit	-0.11482782359306697	1562.0	0.1777100010654699	False	False	742.0	0.3971003059130461	1399.0
CP003496.1_prot_D7S_00026_25	NADP-dependent l-serine/l-allo-threonine dehydrogenase ydfg	-0.27151553390177136	1797.0	-0.02817940013236283	False	False	543.0	0.07376962535489354	1902.0
CP003496.1_prot_D7S_00027_26	hypothetical protein	0.14975201267356372	913.0	0.15105939507683058	False	False	1288.0	0.6947875310088645	848.0
CP003496.1_prot_D7S_00029_28	oxaloacetate decarboxylase beta chain	-0.34438035629834135	1866.0	0.11969505294062943	False	False	480.0	0.18716131980719614	1743.0
CP003496.1_prot_D7S_00030_29	oxaloacetate decarboxylase alpha subunit	-0.2256861278711421	1739.0	-0.09576642353173134	False	True	589.0	0.03516810920190183	1934.0
CP003496.1_prot_D7S_00031_30	oxaloacetate decarboxylase gamma chain 3	0.38935042167590406	349.0	0.13356393044683423	False	False	1735.0	0.9591511368436358	344.0
CP003496.1_prot_D7S_00032_31	hypothetical protein	0.45898399830644143	224.0	0.10396339499899909	False	False	1834.0	0.9920193670129921	307.0
CP003496.1_prot_D7S_00033_32	hydrogenase assembly chaperone HypC/HupF	0.6115556532441107	68.0	0.16037702796369085	False	False	1951.0	1.1263940194679387	144.0
CP003496.1_prot_D7S_00034_33	hydrogenase-2 operon protein HybE	0.16353227602440462	872.0	0.1550554300539708	False	False	215.0	0.7192733211084436	805.0
CP003496.1_prot_D7S_00035_34	tryptophan biosynthesis protein trpCF	-0.09567833675323817	1518.0	-0.15590191263996284	False	False	775.0	0.08547739770486476	1886.0
CP003496.1_prot_D7S_00036_35	plasmid maintenance system antidote protein, XRE family	0.642221820895965	47.0	0.28865948343750125	False	False	355.0	1.2651712275654372	51.0
CP003496.1_prot_D7S_00037_36	plasmid maintenance system killer	0.5379631004285846	124.0	0.0874826400235199	False	False	1908.0	1.025513624531266	261.0
CP003496.1_prot_D7S_00038_37	anthranilate phosphoribosyltransferase	0.19741625230570248	782.0	-0.03812378346322998	False	False	1393.0	0.5710716188356206	1081.0
CP003496.1_prot_D7S_00039_38	anthranilate phosphoribosyltransferase	0.36874964253940606	381.0	0.033499050962173975	False	False	1713.0	0.8430942533609745	561.0
CP003496.1_prot_D7S_00040_39	anthranilate synthase component II	0.05091879711893643	1166.0	0.012369739711933071	False	False	1077.0	0.42966109403477165	1330.0
CP003496.1_prot_D7S_00041_40	anthranilate synthase component I	0.22690178124038154	709.0	-0.0030263023910908496	False	False	1452.0	0.6426508590281995	959.0
CP003496.1_prot_D7S_00042_41	3-deoxy-manno-octulosonate-8-phosphatase	0.45300665560677583	234.0	-0.12279892691068926	False	True	1825.0	0.7602595438539285	720.0
CP003496.1_prot_D7S_00043_42	arabinose 5-phosphate isomerase	0.31068246371360925	485.0	0.17869025907234998	False	True	1629.0	0.9363114484776474	393.0
CP003496.1_prot_D7S_00044_43	heat shock protein HtpX	-0.0029829202855265486	1296.0	0.11130333521711994	False	False	961.0	0.46362717329807945	1281.0
CP003496.1_prot_D7S_00045_44	phenylalanyl-tRNA synthetase, alpha subunit	0.3836332526834866	358.0	0.21581227709681378	False	False	1731.0	1.0369017323691776	247.0
CP003496.1_prot_D7S_00046_45	phenylalanyl-tRNA synthetase, beta subunit	0.48255668872159707	182.0	0.3713707189068196	False	False	82.0	1.280416196168189	43.0
CP003496.1_prot_D7S_00047_46	integration host factor subunit alpha	0.5596865652217597	104.0	0.5140716660211849	True	False	87.0	1.4620976530276817	7.0
CP003496.1_prot_D7S_00048_47	lipoprotein	0.22195432612974783	718.0	0.14594789168279065	False	False	1439.0	0.7871273019776432	669.0
CP003496.1_prot_D7S_00049_48	putative FHA domain protein	0.39349439106353	341.0	0.027586256357681756	False	False	1743.0	0.8571714637539836	539.0
CP003496.1_prot_D7S_00050_49	TolC protein	-0.18320195151115978	1667.0	0.18952355814914745	True	True	657.0	0.35644009987828285	1469.0
CP003496.1_prot_D7S_00051_50	ABC-2 type transporter	-0.13885107166890573	1594.0	0.08846948263191244	False	False	712.0	0.2918677834814877	1569.0
CP003496.1_prot_D7S_00053_52	AcrA protein	-0.08259144370248928	1484.0	-0.02597025390998825	False	False	805.0	0.23240056068271542	1672.0
CP003496.1_prot_D7S_00054_53	AcrR protein	0.11978822617623154	983.0	0.1506572401958977	False	False	1232.0	0.6594028673823045	914.0
CP003496.1_prot_D7S_00055_54	aspartate aminotransferase	0.45442449975349325	230.0	0.20434824920736044	False	True	1829.0	1.0894057204717282	184.0
CP003496.1_prot_D7S_00057_56	dihydroorotate oxidase	0.12648364635476889	966.0	0.03133171441024846	False	False	1246.0	0.5485730937205933	1128.0
CP003496.1_prot_D7S_00058_57	fumarate hydratase	0.26030135513516917	619.0	0.07411816132827088	False	False	1526.0	0.7647728339919391	713.0
CP003496.1_prot_D7S_00060_59	universal stress protein UspE	0.18834988055966942	816.0	0.1162440262957015	True	True	1360.0	0.708447924346676	827.0
CP003496.1_prot_D7S_00061_60	UspA protein	0.4624270748536965	219.0	0.021396893817310098	False	False	1837.0	0.9119516164559908	433.0
CP003496.1_prot_D7S_00062_61	transcriptional activator protein anr	-0.21569516332645422	1717.0	0.26425711379568234	False	False	123.0	0.4061861492779412	1377.0
CP003496.1_prot_D7S_00063_62	hypothetical protein	0.3955928746714604	329.0	0.15500002350140896	False	False	1753.0	0.9905822323969612	311.0
CP003496.1_prot_D7S_00064_63	ferritin like protein-2	0.32436479265541607	466.0	-0.05407800339698682	True	True	1654.0	0.7130384383821236	817.0
CP003496.1_prot_D7S_00065_64	nonheme iron-containing ferritin	0.47400235078256725	196.0	-0.014713820729153828	False	False	1859.0	0.88733515478309	488.0
CP003496.1_prot_D7S_00066_65	exodeoxyribonuclease I	-0.3769512725026478	1885.0	0.5164872310919004	False	False	7.0	0.5744582455846541	1075.0
CP003496.1_prot_D7S_00067_66	cell division protein MukB	0.013435863547211088	1247.0	0.06328176525803719	False	False	1006.0	0.44009335946093575	1315.0
CP003496.1_prot_D7S_00069_68	condesin subunit E	0.08926729925662238	1072.0	0.18827915736554302	False	False	1167.0	0.6525470234325095	931.0
CP003496.1_prot_D7S_00072_71	chromosome partition protein MukF	-0.4333281080921643	1929.0	0.11299490430988868	False	False	427.0	0.14897691330539092	1796.0
CP003496.1_prot_D7S_00073_72	DacC protein	0.012050214565906547	1253.0	-0.006917239961508467	False	False	1000.0	0.3668958534917649	1453.0
CP003496.1_prot_D7S_00074_73	lipoprotein HlpB	0.24432715651923542	664.0	0.25410175680835645	True	True	246.0	0.9222676738498357	413.0
CP003496.1_prot_D7S_00075_74	50S ribosomal protein L25	0.44968515828392824	238.0	0.41880306512815035	False	False	80.0	1.299862535393018	36.0
CP003496.1_prot_D7S_00076_75	cobalt transport protein CbiM	-0.006289143657205299	1309.0	0.12610742048278994	False	False	953.0	0.47193450693956157	1269.0
CP003496.1_prot_D7S_00078_77	starch synthase	-0.30111606118459205	1826.0	0.21175527753812445	False	True	515.0	0.2992115494021924	1558.0
CP003496.1_prot_D7S_00079_78	glucose-1-phosphate adenylyltransferase	-0.8506749000213654	2000.0	0.08497346873748152	False	False	364.0	0.08547321886241904	1887.0
CP003496.1_prot_D7S_00080_79	glycogen debranching enzyme GlgX	0.016144675953442513	1236.0	0.056409689250526876	False	False	1015.0	0.43871853482773826	1317.0
CP003496.1_prot_D7S_00081_80	1,4-alpha-glucan branching enzyme	0.10298170749789654	1030.0	0.273710799125023	False	False	1194.0	0.7589681704393658	722.0
CP003496.1_prot_D7S_00082_81	4-alpha-glucanotransferase	0.1591025389683515	886.0	0.06112870288297278	False	False	1307.0	0.6183500921883202	996.0
CP003496.1_prot_D7S_00083_82	hypothetical protein	0.04365130119967306	1179.0	0.04844930506561191	True	False	1066.0	0.4592439077642626	1287.0
CP003496.1_prot_D7S_00085_83	glycoside hydrolase, family 19, putative	-0.014162404775443744	1331.0	-0.049307144066535816	False	False	933.0	0.28552543964161015	1576.0
CP003496.1_prot_D7S_00086_84	ABC transporter ATP-binding protein uup	0.11042533185430832	1010.0	-0.00821236145502884	False	False	1212.0	0.4870400123580646	1241.0
CP003496.1_prot_D7S_00088_86	addiction module killer protein	0.5961473051373544	76.0	0.15227322255533177	False	False	1943.0	1.1142922130600794	156.0
CP003496.1_prot_D7S_00089_87	putative transcriptional regulator	0.6417903279719845	48.0	0.3704433984806724	False	False	356.0	1.346455392483671	26.0
CP003496.1_prot_D7S_00090_88	dGTP triphosphohydrolase	-0.5477507021014149	1975.0	0.09365909821472637	False	False	382.0	0.10665260146310218	1869.0
CP003496.1_prot_D7S_00091_89	deoxyguanosinetriphosphate triphosphohydrolase-like protein	-0.12252965087307707	1572.0	-0.02801894433352667	False	False	732.0	0.18637385926467423	1744.0
CP003496.1_prot_D7S_00092_90	membrane protein	0.5297092525809993	135.0	-0.0011422523703607619	False	False	1902.0	0.9313914807630724	401.0
CP003496.1_prot_D7S_00094_91	putative integrase	0.005637443052013493	1272.0	0.16746068474134307	False	False	981.0	0.5317785258208033	1161.0
CP003496.1_prot_D7S_00095_92	XRE family transcriptional regulator	0.18232836273572378	831.0	0.32105668266823184	False	False	54.0	0.9057643288451434	448.0
CP003496.1_prot_D7S_00097_93	Transposase	0.12120148848398846	977.0	0.5134043305693283	False	True	43.0	1.0251484585053603	263.0
CP003496.1_prot_D7S_00098_94	hypothetical protein	0.7643517187507815	7.0	0.040038848045543945	False	False	1996.0	1.0365405971709813	249.0
CP003496.1_prot_D7S_00099_95	transposase, IS4 family protein	-0.2023793886427451	1693.0	0.1910854878861235	False	False	628.0	0.3450085263668831	1491.0
CP003496.1_prot_D7S_00100_96	death-on-curing protein	-0.047453098923931715	1413.0	0.07085169930216398	False	False	866.0	0.36470477276543234	1457.0
CP003496.1_prot_D7S_00101_97	peptidase E	-0.46407402979746104	1945.0	-0.0332460832841265	False	False	413.0	-0.005260076287624753	1963.0
CP003496.1_prot_D7S_00102_98	thiamine biosynthesis/tRNA modification protein ThiI	-0.09654461915615754	1521.0	0.7726174425053846	False	False	25.0	1.0124975024753995	279.0
CP003496.1_prot_D7S_00103_99	cytochrome c-type protein TorY	-0.07551323641705586	1472.0	0.4727534379169618	True	True	147.0	0.7371212540089158	773.0
CP003496.1_prot_D7S_00105_101	MmcQ protein	-0.16303192093225077	1631.0	0.15934261639431907	False	False	682.0	0.3442501626212056	1494.0
CP003496.1_prot_D7S_00106_102	CitT protein	-0.17470974813759182	1649.0	0.17381025098994457	False	False	667.0	0.3497222949679556	1483.0
CP003496.1_prot_D7S_00107_103	putative plasmid stability protein StbD, antitoxin of toxin-antitoxin stability system	0.5722212005576981	92.0	0.27550311263931515	False	False	346.0	1.2295261011450622	72.0
CP003496.1_prot_D7S_00109_104	putative plasmid stability protein StbE, addiction module antitoxin	0.597950876950194	74.0	0.14277431679319055	False	False	1947.0	1.1057928075478132	166.0
CP003496.1_prot_D7S_00110_105	tRNA pseudouridine synthase A	0.012815859816421785	1250.0	0.1600351358993659	False	False	1012.0	0.5353474797274519	1155.0
CP003496.1_prot_D7S_00111_106	30S ribosomal protein S9	0.28419964518394863	559.0	0.42495107491704953	False	False	270.0	1.1455907550769697	119.0
CP003496.1_prot_D7S_00112_107	ribosomal protein L13	0.17362611273450151	852.0	0.2803216532553531	False	False	1336.0	0.8545345468085764	544.0
CP003496.1_prot_D7S_00113_108	tellurite resistance protein TehB	0.24865884865369395	655.0	0.0018363441902767988	False	False	1501.0	0.6745000123561938	884.0
CP003496.1_prot_D7S_00114_109	exodeoxyribonuclease V, alpha subunit	0.3915191117160994	345.0	0.525747462765874	False	False	71.0	1.3533336696624256	25.0
CP003496.1_prot_D7S_00116_111	DsrE protein	0.11351185616838488	1001.0	-0.00035267159851435834	False	False	1215.0	0.49939745333901686	1219.0
CP003496.1_prot_D7S_00118_112	beta-hydroxydecanoyl thioester dehydrase	0.14999889525773347	912.0	0.13547002825784193	True	False	1286.0	0.6796979143148134	877.0
CP003496.1_prot_D7S_00119_113	Putative protease La-like protein	0.2784475053583411	573.0	0.10929614983337435	False	False	1558.0	0.8229393282441689	607.0
CP003496.1_prot_D7S_00120_114	macrodomain Ter protein	0.2518984307678357	646.0	0.3224407174992441	False	False	1508.0	0.9996021367895989	298.0
CP003496.1_prot_D7S_00121_115	cold shock domain-containing protein CspD	0.122887628598958	973.0	0.26533904897714417	False	False	202.0	0.7790821774129262	686.0
CP003496.1_prot_D7S_00122_116	hypothetical protein	0.3525559537580655	409.0	0.22779721939875275	False	False	291.0	1.0233994182993025	266.0
CP003496.1_prot_D7S_00124_117	tRNA pseudouridine synthase C	0.3588791061779718	399.0	0.09380923477290673	False	False	1701.0	0.8944089349228317	472.0
CP003496.1_prot_D7S_00125_118	Zn-ribbon-containing, possibly nucleic-acid-binding protein	0.0368835094847953	1195.0	0.3347807932747303	False	False	34.0	0.7375793939743804	769.0
CP003496.1_prot_D7S_00126_119	7-cyano-7-deazaguanine reductase	0.13159746924297597	950.0	0.0964440325951523	False	False	1255.0	0.6216814139044976	992.0
CP003496.1_prot_D7S_00127_120	two component Fis family transcriptional regulator	-0.26709494282824087	1790.0	0.3030011399844992	False	False	113.0	0.4084484163463183	1369.0
CP003496.1_prot_D7S_00129_121	integral membrane sensor signal transduction histidine kinase	0.3419559867341378	435.0	0.11410746892845589	False	False	1674.0	0.8967161645806299	469.0
CP003496.1_prot_D7S_00132_124	ISPsy8, transposase OrfA	0.2721109223861066	591.5	0.3729687143630833	False	False	265.5	1.0773665154625336	204.5
CP003496.1_prot_D7S_00134_125	integrase, catalytic region	-0.03984021484659729	1396.0	0.2549138535775396	False	False	155.0	0.5572626791647459	1106.0
CP003496.1_prot_D7S_00135_126	phosphoglycerate transport regulatory protein	0.12784618832225902	961.0	-0.002499939708362131	False	False	1251.0	0.5172401902266703	1186.0
CP003496.1_prot_D7S_00136_127	extracellular solute-binding protein	0.10011541257368474	1040.0	0.11301469475710857	True	False	1192.0	0.5932745648220761	1039.0
CP003496.1_prot_D7S_00137_128	ABC transporter related protein	0.24128448925648716	673.0	-0.07082903377570927	False	False	1482.0	0.5928391321413322	1040.0
CP003496.1_prot_D7S_00138_129	binding-protein-dependent transport systems inner membrane component	0.15122670758086273	907.0	0.1057222349088987	False	False	1285.0	0.6524488715905579	932.0
CP003496.1_prot_D7S_00139_130	ABC transporter related protein	0.3007251646377238	512.0	-0.2250355792883263	False	False	1606.0	0.5190923567436577	1182.0
CP003496.1_prot_D7S_00140_131	transporting ATPase	0.10023548996260945	1039.0	0.09849734099053284	False	False	1186.0	0.5792569611804379	1069.0
CP003496.1_prot_D7S_00141_132	ATP-dependent metallopeptidase HflB	0.4735433119417877	199.0	0.4796495171918749	False	False	327.0	1.3801992423293061	18.0
CP003496.1_prot_D7S_00142_133	ribosomal RNA large subunit methyltransferase J	0.0250756160170018	1210.0	0.25654210202464817	False	False	1046.0	0.6518444508502353	933.0
CP003496.1_prot_D7S_00143_134	formyltetrahydrofolate deformylase	0.06111698157647701	1139.0	0.31701204757237084	False	False	37.0	0.7477966552685227	747.0
CP003496.1_prot_D7S_00144_135	H-NS histone family	0.577413062988775	88.0	0.334265209489469	False	False	347.0	1.2902871984949662	39.0
CP003496.1_prot_D7S_00145_136	Na+/H+ antiporter family	0.36905472391531163	380.0	-0.06755776151366986	False	False	1715.0	0.7425371910100682	759.0
CP003496.1_prot_D7S_00146_137	Sel1 domain protein repeat-containing protein	-0.30499009982781433	1830.0	0.1515499558250835	True	True	514.0	0.23700722718940131	1666.0
CP003496.1_prot_D7S_00147_138	membrane protein	-0.30122072585353354	1827.0	0.033105480661528464	False	False	516.0	0.1200620024006589	1847.0
CP003496.1_prot_D7S_00148_139	putative translation initiation inhibitor, YjgF family protein	0.4341911970468022	259.0	0.3552558914957857	False	True	77.0	1.225820609136965	75.0
CP003496.1_prot_D7S_00150_140	hypothetical protein	-0.05999917029533824	1447.0	-0.06596110890436176	False	False	837.0	0.21090046031103055	1703.0
CP003496.1_prot_D7S_00151_141	Ribonuclease III	0.1567521083171547	894.0	-0.09421316289500731	False	False	1300.0	0.45901022541083975	1288.0
CP003496.1_prot_D7S_00152_142	endoribonuclease L-PSP	-0.059748822238674865	1445.0	0.20830464320478553	False	False	148.0	0.4861657126700529	1243.0
CP003496.1_prot_D7S_00153_143	DNA polymerase III subunit tau	-0.20332395534700975	1695.0	0.057909539834562915	False	False	627.0	0.2108330780654475	1704.0
CP003496.1_prot_D7S_00154_144	adenine phosphoribosyltransferase	-0.1099921058080323	1552.0	0.04519578018437885	False	False	748.0	0.2695835862813304	1606.0
CP003496.1_prot_D7S_00155_145	lipid A biosynthesis lauroyl acyltransferase	-0.0723304355366285	1466.0	-0.08880181006203577	False	False	817.0	0.1785645067795434	1753.0
CP003496.1_prot_D7S_00156_146	inner membrane protein YfcA	3.2592065356643724e-05	1290.0	0.061893556028606495	False	False	970.0	0.4172158948591912	1357.0
CP003496.1_prot_D7S_00157_147	peptidoglycan amidase MepA	-0.2535743278724482	1774.0	-0.048554134817887125	True	False	557.0	0.06488914354293246	1907.0
CP003496.1_prot_D7S_00158_148	chorismate synthase	-0.08745247855268656	1496.0	0.16557785819530924	False	False	143.0	0.4179516712887625	1355.0
CP003496.1_prot_D7S_00160_150	O-succinylbenzoate-CoA ligase	-0.44212247738408106	1934.0	0.009739785309348523	False	False	422.0	0.04322304368016312	1927.0
CP003496.1_prot_D7S_00161_151	protein SeqA	-0.04034779903166762	1400.0	0.2870317504845348	False	False	158.0	0.5873815755719911	1056.0
CP003496.1_prot_D7S_00162_152	esterase YbfF	0.0906643889963576	1066.0	0.018774431619606624	False	False	1161.0	0.48604079843619835	1244.0
CP003496.1_prot_D7S_00163_153	flavodoxin	0.2811736346141641	567.0	0.02045140133185256	False	False	1566.0	0.7370930804922723	774.0
CP003496.1_prot_D7S_00164_154	ferric uptake regulation protein	0.4333200244919831	263.0	0.09218765439542834	False	False	1808.0	0.9607533715368576	342.0
CP003496.1_prot_D7S_00166_156	acetyl-CoA carboxylase subunit beta	0.3153116246337876	479.0	0.26851042098699474	False	True	1638.0	1.0291301111419173	255.0
CP003496.1_prot_D7S_00167_157	translation initiation factor Sui1	0.41206808942314954	299.0	0.3820822385450609	False	False	310.0	1.232656951188739	70.0
CP003496.1_prot_D7S_00168_158	orotidine 5'-phosphate decarboxylase	-0.11934955369443206	1568.0	-0.10656098391165264	False	False	735.0	0.10983082018629839	1857.0
CP003496.1_prot_D7S_00169_159	tetratricopeptide domain protein	0.363972756091406	388.0	-0.18735186284440292	False	True	1706.0	0.6187450886798349	995.0
CP003496.1_prot_D7S_00170_160	30S ribosomal protein S1	0.5922688463731355	80.0	0.30823724790648943	False	False	1942.0	1.268257237911487	49.0
CP003496.1_prot_D7S_00171_161	integration host factor subunit beta	0.4825737091649724	181.0	0.31424660371704405	False	False	330.0	1.2237918311033509	76.0
CP003496.1_prot_D7S_00172_162	ribosomal protein S1	0.6358831436946984	54.0	0.5354877892361802	False	False	89.0	1.5085012824895534	4.0
CP003496.1_prot_D7S_00173_163	cytidylate kinase	-0.2558963975423346	1778.0	-0.1781393816709934	False	True	555.0	-0.06669510380992395	1982.0
CP003496.1_prot_D7S_00174_164	coproporphyrinogen III oxidase	0.06323211266442781	1133.0	-0.10118222035667435	False	False	1104.0	0.33260088808910276	1511.0
CP003496.1_prot_D7S_00177_167	branched-chain amino acid transport protein AzlD	0.4055364787477961	314.0	-0.011099593767905098	False	False	1764.0	0.8319788670017101	584.0
CP003496.1_prot_D7S_00178_168	azaleucine resistance protein AzlC	-0.12970812929418038	1582.0	-0.08947887442610883	False	False	722.0	0.11991642792271676	1848.0
CP003496.1_prot_D7S_00179_169	HTH-type transcriptional regulator MetR	0.44506134985621143	245.0	0.05052305225225781	False	False	1818.0	0.9280842716425627	405.0
CP003496.1_prot_D7S_00181_171	crispr-associated protein Cas2	0.6266899640315197	61.0	0.2877754321427392	False	False	1957.0	1.2572906745215497	54.0
CP003496.1_prot_D7S_00182_172	CRISPR-associated protein Cas1	0.1628639040718745	874.0	0.0799610499421396	False	False	1322.0	0.6431794407467373	958.0
CP003496.1_prot_D7S_00184_173	hypothetical protein	0.47647917173983423	193.0	0.04883897536846273	False	False	1856.0	0.9523872012555192	360.0
CP003496.1_prot_D7S_00185_174	CRISPR-associated protein Cas4	0.18089911940848635	835.0	0.22020646840920685	False	False	1350.0	0.8029151140863683	646.0
CP003496.1_prot_D7S_00186_175	CRISPR-associated Csd2 family protein	-0.013862780812671609	1327.0	0.331653154048301	False	False	166.0	0.668484738256197	900.0
CP003496.1_prot_D7S_00187_176	CRISPR-associated RAMP Csd1 family protein	-0.04730406232057406	1411.0	0.4018549028832096	False	False	869.0	0.696707476596353	845.0
CP003496.1_prot_D7S_00188_177	CRISPR-associated Cas5 family protein	-0.37353007181477155	1883.0	0.035946311501396225	False	False	466.0	0.09491682624402491	1879.0
CP003496.1_prot_D7S_00192_180	putative transcriptional regulator	0.47924393883288424	185.0	0.3066661457230566	False	False	329.0	1.2142123726096132	79.0
CP003496.1_prot_D7S_00193_181	diaminopimelate decarboxylase	0.23332929418361553	695.0	0.016418601501221215	False	False	1464.0	0.669092264669637	898.0
CP003496.1_prot_D7S_00195_182	peptide chain release factor 3	0.4775096138377498	189.0	0.09372782740262744	False	False	1861.0	0.999275053789434	299.0
CP003496.1_prot_D7S_00196_183	WcaG protein	0.14466957985252413	925.0	0.026278269316773323	False	False	1275.0	0.564009403749557	1089.0
CP003496.1_prot_D7S_00197_184	argininosuccinate synthase	-0.3392680052060494	1860.0	0.10494739691855998	False	False	485.0	0.1754121645347519	1759.0
CP003496.1_prot_D7S_00198_185	L-lactate dehydrogenase	0.5067274354364106	166.0	0.054696363329156825	False	False	1877.0	0.9717378425895267	329.0
CP003496.1_prot_D7S_00199_186	gamma-glutamyltransferase	0.2311046719890698	701.0	0.25607687900626064	True	True	1460.0	0.9057520414250513	449.0
CP003496.1_prot_D7S_00201_187	sensor protein QseC	-0.23249306553209875	1750.0	0.025723090390507193	False	False	577.0	0.15116037174982752	1791.0
CP003496.1_prot_D7S_00203_188	transcriptional regulatory protein QseB	-0.2845910465930473	1810.0	0.07490579795734796	False	False	109.0	0.17035807182041643	1769.0
CP003496.1_prot_D7S_00204_189	protein YgiW	0.3948110194101939	334.0	0.239735827789891	True	True	72.0	1.0728192860607555	210.0
CP003496.1_prot_D7S_00206_191	formate dehydrogenase accessory protein FdhE	0.40267566027419244	316.0	0.027276956137098324	False	False	1762.0	0.8693559166568385	514.0
CP003496.1_prot_D7S_00207_192	2',3'-cyclic-nucleotide 2'-phosphodiesterase	-0.0860788290973269	1492.0	0.22301296369995183	True	False	801.0	0.47738577729315523	1259.0
CP003496.1_prot_D7S_00208_193	ABC transport system periplasmic protein	-0.07137421194253607	1464.0	0.3383565997184477	True	True	822.0	0.606722416809902	1018.0
CP003496.1_prot_D7S_00209_194	ABC transport system permease protein	-0.005645231794559695	1305.0	-0.05243801825317415	False	False	958.0	0.29538806870334755	1566.0
CP003496.1_prot_D7S_00210_195	transport system permease protein	0.01229162508104608	1251.0	-0.03210297052809674	False	False	1007.0	0.34270962317505166	1497.0
CP003496.1_prot_D7S_00211_196	putative siderophore ABC superfamily ATP binding cassette transporter, ABC protein	-0.040379029399175294	1401.0	0.044528974550558556	False	False	875.0	0.3443790495130773	1492.0
CP003496.1_prot_D7S_00212_197	NlpD protein	-0.05350031465414829	1433.0	0.10393550867475712	False	False	852.0	0.38779357963927485	1416.0
CP003496.1_prot_D7S_00213_198	zinc import ATP-binding protein ZnuC	-0.27708225314764307	1805.0	0.11448958005546939	False	False	535.0	0.2124406045432255	1701.0
CP003496.1_prot_D7S_00214_199	high-affinity zinc uptake system membrane protein ZnuB	-0.09260146311413511	1512.0	0.1782789151276223	False	True	776.0	0.42265672622207506	1344.0
CP003496.1_prot_D7S_00215_200	SoxR-reducing system protein RsxE	-0.5456305526255066	1974.0	0.04558482943197101	False	False	385.0	0.05907808280528435	1911.0
