	Description	mean_Catrapid	rank_Catrapid	domain_score	Secretion_nonfused	Secretion_fused	Orignial_rank	final_score	final_rank
CP003496.1_prot_D7S_00019_18	aldolase	0.05465157169943604	1173.0	0.11318973433047362	True	False	1053.0	0.5269828377787494	1115.0
CP003496.1_prot_D7S_00020_19	autoinducer-2 modifying protein LsrG	0.6848869440568169	24.0	0.06200021229882839	False	False	1982.0	1.0500062093003277	225.0
CP003496.1_prot_D7S_00021_20	pyruvate kinase	-0.2797225417436847	1799.0	0.09265683806849712	True	False	556.0	0.19360636330587844	1801.0
CP003496.1_prot_D7S_00022_21	ribonucleoside-diphosphate reductase subunit beta	-0.15922026020447955	1604.0	0.06250996740310558	False	False	17.0	0.2609107670033055	1671.0
CP003496.1_prot_D7S_00023_22	ribonucleoside-diphosphate reductase, alpha chain	0.10692064342074435	1058.0	0.24509714892555431	False	True	40.0	0.7163615167416463	779.0
CP003496.1_prot_D7S_00024_23	tryptophan synthase, alpha subunit	-0.011415445880131882	1350.0	-0.05011936285306534	False	False	1032.0	0.2752179684812675	1633.0
CP003496.1_prot_D7S_00025_24	tryptophan synthase, beta subunit	-0.18110619233841607	1648.0	0.1262758587912033	False	False	742.0	0.3026876528941518	1577.0
CP003496.1_prot_D7S_00026_25	NADP-dependent l-serine/l-allo-threonine dehydrogenase ydfg	-0.24291387764718103	1741.0	0.05348680098422399	False	False	543.0	0.1834218334679821	1822.0
CP003496.1_prot_D7S_00027_26	hypothetical protein	0.18685450843521859	841.0	0.10391443000256394	False	False	1288.0	0.6836245749301002	846.0
CP003496.1_prot_D7S_00029_28	oxaloacetate decarboxylase beta chain	-0.3485106962882669	1870.0	0.2576481780094089	False	True	480.0	0.3231154443762255	1535.0
CP003496.1_prot_D7S_00030_29	oxaloacetate decarboxylase alpha subunit	-0.18329904485577103	1654.0	0.07947587147796009	False	True	589.0	0.25288916483128343	1687.0
CP003496.1_prot_D7S_00031_30	oxaloacetate decarboxylase gamma chain 3	0.3988413928519392	323.0	0.2543299410999926	False	True	1735.0	1.09291065074517	165.0
CP003496.1_prot_D7S_00032_31	hypothetical protein	0.47155400455081536	199.0	0.11696883488546361	False	False	1834.0	1.0175185600228949	267.0
CP003496.1_prot_D7S_00033_32	hydrogenase assembly chaperone HypC/HupF	0.6045892891189426	62.0	0.22617518557321098	False	True	1951.0	1.195190677827084	65.0
CP003496.1_prot_D7S_00034_33	hydrogenase-2 operon protein HybE	0.20236834841344895	796.0	0.12804179706611382	False	False	215.0	0.730240697615839	757.0
CP003496.1_prot_D7S_00035_34	tryptophan biosynthesis protein trpCF	-0.11688515209377251	1549.0	-0.02421595360580122	False	False	775.0	0.2016711028659629	1787.0
CP003496.1_prot_D7S_00036_35	plasmid maintenance system antidote protein, XRE family	0.6344374029560629	44.0	0.37730092013749905	False	False	355.0	1.3553119146402477	8.0
CP003496.1_prot_D7S_00037_36	plasmid maintenance system killer	0.5285643148639612	127.0	0.1307038703121043	False	False	1908.0	1.0672356044450377	190.0
CP003496.1_prot_D7S_00038_37	anthranilate phosphoribosyltransferase	0.23695569341020176	704.0	-0.1484778162974233	False	False	1393.0	0.49969809574655477	1169.0
CP003496.1_prot_D7S_00039_38	anthranilate phosphoribosyltransferase	0.39098172945258136	334.0	0.09641151398938438	False	False	1713.0	0.929494972260249	428.0
CP003496.1_prot_D7S_00040_39	anthranilate synthase component II	0.0572700631012905	1169.0	-0.053478441251312014	False	False	1077.0	0.36231366269671395	1458.0
CP003496.1_prot_D7S_00041_40	anthranilate synthase component I	0.190927019990731	829.0	0.05722287728234232	False	False	1452.0	0.6429300237091289	916.0
CP003496.1_prot_D7S_00042_41	3-deoxy-manno-octulosonate-8-phosphatase	0.4221784502577697	284.0	0.016970917248242234	False	True	1825.0	0.8750418817659833	505.0
CP003496.1_prot_D7S_00043_42	arabinose 5-phosphate isomerase	0.3266167696794873	465.0	0.3120168595531357	False	True	1629.0	1.0796330514571837	177.0
CP003496.1_prot_D7S_00044_43	heat shock protein HtpX	0.005620350488326773	1307.0	0.08118400914111754	False	False	961.0	0.42801059584776424	1311.0
CP003496.1_prot_D7S_00045_44	phenylalanyl-tRNA synthetase, alpha subunit	0.37547464352980303	371.0	0.1834829463522022	False	False	1731.0	0.9980756500003781	303.0
CP003496.1_prot_D7S_00046_45	phenylalanyl-tRNA synthetase, beta subunit	0.48521527853108154	180.0	0.2341509004896246	False	False	82.0	1.144195878000869	118.0
CP003496.1_prot_D7S_00047_46	integration host factor subunit alpha	0.5511097488590451	104.0	0.3816506792024446	True	False	87.0	1.3296766662089414	11.0
CP003496.1_prot_D7S_00048_47	lipoprotein	0.2537955334869579	651.0	0.1039772733276848	False	False	1439.0	0.778639941993352	662.0
CP003496.1_prot_D7S_00049_48	putative FHA domain protein	0.422534875742489	283.0	0.09653929367167842	False	False	1743.0	0.9551100083143571	387.0
CP003496.1_prot_D7S_00050_49	TolC protein	-0.22304061367276234	1718.0	0.1452067472261678	True	True	657.0	0.28663603258348913	1610.0
CP003496.1_prot_D7S_00051_50	ABC-2 type transporter	-0.1746505299956733	1632.0	-0.03963871050442166	False	False	712.0	0.14476908559752735	1876.0
CP003496.1_prot_D7S_00053_52	AcrA protein	-0.04037207402290196	1422.0	-0.005726184540963918	False	False	805.0	0.2836291377978667	1618.0
CP003496.1_prot_D7S_00054_53	AcrR protein	0.11924741275611281	1025.0	0.0923594939264436	False	False	1232.0	0.5801156158654741	1029.0
CP003496.1_prot_D7S_00055_54	aspartate aminotransferase	0.3944210297955496	330.0	0.21920942164016088	False	True	1829.0	1.0542918804107755	217.0
CP003496.1_prot_D7S_00057_56	dihydroorotate oxidase	0.15905570453208742	909.0	-0.04149623544846025	False	False	1246.0	0.5042309009833238	1155.0
CP003496.1_prot_D7S_00058_57	fumarate hydratase	0.25814709265247	641.0	0.10381505071261751	False	False	1526.0	0.7834752206276601	656.0
CP003496.1_prot_D7S_00060_59	universal stress protein UspE	0.16130244750063455	906.0	0.1564648297841588	True	True	1360.0	0.7036912165907555	815.0
CP003496.1_prot_D7S_00061_60	UspA protein	0.4453563643768062	230.0	0.07849110144437063	False	True	1837.0	0.9635485727087385	358.0
CP003496.1_prot_D7S_00062_61	transcriptional activator protein anr	-0.25104817334922414	1757.0	0.1216638154459195	False	True	123.0	0.24360284593067713	1711.0
CP003496.1_prot_D7S_00063_62	hypothetical protein	0.4134865935549536	298.0	0.1022190217875659	False	False	1753.0	0.9532934845561816	391.0
CP003496.1_prot_D7S_00064_63	ferritin like protein-2	0.2954213734255819	545.0	0.05106972094031566	True	False	1654.0	0.7787059028493611	661.0
CP003496.1_prot_D7S_00065_64	nonheme iron-containing ferritin	0.4281475738770729	269.0	0.12427762180088177	False	True	1859.0	0.9898448381926859	322.0
CP003496.1_prot_D7S_00066_65	exodeoxyribonuclease I	-0.3841997973650638	1894.0	0.3519818176103563	False	False	7.0	0.4054550809786721	1359.0
CP003496.1_prot_D7S_00067_66	cell division protein MukB	0.030532238053881194	1218.0	-0.004162110124407448	False	False	1006.0	0.38714223770167955	1396.0
CP003496.1_prot_D7S_00069_68	condesin subunit E	0.0947335176514682	1087.0	0.09027731713147533	False	False	1167.0	0.5470489313243789	1085.0
CP003496.1_prot_D7S_00072_71	chromosome partition protein MukF	-0.4729906706593404	1952.0	0.16189732440741186	False	False	427.0	0.1863850805293509	1816.0
CP003496.1_prot_D7S_00073_72	DacC protein	0.04905479980319461	1187.0	-0.021416944533172368	False	False	1000.0	0.38537965716597805	1403.0
CP003496.1_prot_D7S_00074_73	lipoprotein HlpB	0.24253883577595178	684.0	0.14992873086102024	True	False	246.0	0.8080996454037489	602.0
CP003496.1_prot_D7S_00075_74	50S ribosomal protein L25	0.44447365903168373	234.0	0.25354942151575144	False	False	80.0	1.1366078922803693	129.0
CP003496.1_prot_D7S_00076_75	cobalt transport protein CbiM	0.008573158531462332	1295.0	0.03241015034877432	False	False	953.0	0.38523373855467136	1405.0
CP003496.1_prot_D7S_00078_77	starch synthase	-0.3024006590163216	1824.0	0.18402312749993283	False	True	515.0	0.27247889961387584	1640.0
CP003496.1_prot_D7S_00079_78	glucose-1-phosphate adenylyltransferase	-0.7993790341246129	2000.0	0.2613443842648241	False	True	364.0	0.2618441343897616	1667.0
CP003496.1_prot_D7S_00080_79	glycogen debranching enzyme GlgX	0.03301165266165293	1211.0	0.2990156540559833	False	True	1015.0	0.693818252756633	828.0
CP003496.1_prot_D7S_00081_80	1,4-alpha-glucan branching enzyme	0.1175286269335335	1030.0	0.23001369276306805	False	False	1194.0	0.7152710640774109	784.0
CP003496.1_prot_D7S_00082_81	4-alpha-glucanotransferase	0.15090247240581423	928.0	0.2257513118188099	False	True	1307.0	0.761983195876781	700.0
CP003496.1_prot_D7S_00083_82	hypothetical protein	0.04414265306882741	1194.0	0.06999534700878332	True	False	1066.0	0.47329369783337105	1219.0
CP003496.1_prot_D7S_00085_83	glycoside hydrolase, family 19, putative	-0.013017993316891359	1353.0	0.09736232026903927	False	False	933.0	0.4212004012285595	1323.0
CP003496.1_prot_D7S_00086_84	ABC transporter ATP-binding protein uup	0.16153066390055318	904.0	0.2208349875502053	False	False	1212.0	0.7690608746066772	685.0
CP003496.1_prot_D7S_00088_86	addiction module killer protein	0.5871124026090573	72.0	0.15372144270623306	False	False	1943.0	1.1177394337107307	147.0
CP003496.1_prot_D7S_00089_87	putative transcriptional regulator	0.6251845311253214	50.0	0.19615908523906156	False	False	356.0	1.171171578992185	87.0
CP003496.1_prot_D7S_00090_88	dGTP triphosphohydrolase	-0.5418946260030059	1976.0	0.08147318245449289	False	False	382.0	0.09396693557793118	1941.0
CP003496.1_prot_D7S_00091_89	deoxyguanosinetriphosphate triphosphohydrolase-like protein	-0.13313151495052386	1571.0	0.03774653778862766	False	False	732.0	0.2526390915117661	1689.0
CP003496.1_prot_D7S_00092_90	membrane protein	0.5270297037273257	131.0	0.10762359498616875	False	False	1902.0	1.0421563286193523	230.0
CP003496.1_prot_D7S_00094_91	putative integrase	0.0066387998940742555	1301.0	0.18735971118971573	False	False	981.0	0.5371847986459877	1098.0
CP003496.1_prot_D7S_00095_92	XRE family transcriptional regulator	0.21580031982359832	753.0	0.25502224193251166	False	False	54.0	0.8787103978545506	501.0
CP003496.1_prot_D7S_00097_93	Transposase	0.14617686649281306	942.0	0.3025153021373292	False	False	43.0	0.8317506844461748	573.0
CP003496.1_prot_D7S_00098_94	hypothetical protein	0.7342397126859589	7.0	0.14513268428176668	False	False	1996.0	1.141634433407204	122.0
CP003496.1_prot_D7S_00099_95	transposase, IS4 family protein	-0.24733435648186647	1747.0	0.3118736308650406	False	False	628.0	0.43881016259917355	1283.0
CP003496.1_prot_D7S_00100_96	death-on-curing protein	0.006636507411912238	1302.0	0.035104509547585996	False	False	866.0	0.3844298468789203	1406.0
CP003496.1_prot_D7S_00101_97	peptidase E	-0.4261810522410417	1923.0	-0.07225322273213736	False	False	413.0	-0.03327271298700992	1995.0
CP003496.1_prot_D7S_00102_98	thiamine biosynthesis/tRNA modification protein ThiI	-0.15648708086988647	1600.0	0.10238614898873963	False	False	25.0	0.30278594908868967	1576.0
CP003496.1_prot_D7S_00103_99	cytochrome c-type protein TorY	-0.07150435778637294	1481.0	0.21428115404896025	True	True	147.0	0.4741512190164765	1217.0
CP003496.1_prot_D7S_00105_101	MmcQ protein	-0.20051144459955828	1684.0	0.1995312220057982	False	False	682.0	0.3579520116109956	1468.0
CP003496.1_prot_D7S_00106_102	CitT protein	-0.1758885091897789	1634.0	0.02913608637826902	False	False	667.0	0.212544382230343	1768.0
CP003496.1_prot_D7S_00107_103	putative plasmid stability protein StbD, antitoxin of toxin-antitoxin stability system	0.5657390929004318	88.0	0.25940632794868523	False	False	346.0	1.2154283169541826	48.0
CP003496.1_prot_D7S_00109_104	putative plasmid stability protein StbE, addiction module antitoxin	0.5881842628142907	69.0	0.22916716822198469	False	False	1947.0	1.1946844096012952	66.0
CP003496.1_prot_D7S_00110_105	tRNA pseudouridine synthase A	0.01623190579310935	1262.0	0.1305312186008276	False	False	1012.0	0.4998465609296632	1168.0
CP003496.1_prot_D7S_00111_106	30S ribosomal protein S9	0.30590281876929903	522.0	0.4013296274458462	False	True	270.0	1.1404600622284549	123.0
CP003496.1_prot_D7S_00112_107	ribosomal protein L13	0.2032735997084508	790.0	0.16266320850006233	False	False	1336.0	0.7678606097994126	688.0
CP003496.1_prot_D7S_00113_108	tellurite resistance protein TehB	0.23730965571028007	703.0	-0.055922094076762546	False	False	1501.0	0.5927535680921531	1004.0
CP003496.1_prot_D7S_00114_109	exodeoxyribonuclease V, alpha subunit	0.37850831333513135	364.0	0.28028615876864327	False	False	71.0	1.0983771132913818	158.0
CP003496.1_prot_D7S_00116_111	DsrE protein	0.1746598100164178	873.0	0.03320767236287129	False	False	1215.0	0.5969258132924065	994.0
CP003496.1_prot_D7S_00118_112	beta-hydroxydecanoyl thioester dehydrase	0.15678645731886529	914.0	0.12093675854903706	True	False	1286.0	0.6641651443561335	879.0
CP003496.1_prot_D7S_00119_113	Putative protease La-like protein	0.2611752421076823	631.0	0.16890190659253818	False	False	1558.0	0.853559577756956	541.0
CP003496.1_prot_D7S_00120_114	macrodomain Ter protein	0.2633960251398671	628.0	0.1867506228189622	False	False	1508.0	0.8729075443581926	513.0
CP003496.1_prot_D7S_00121_115	cold shock domain-containing protein CspD	0.1541797190220496	921.0	0.10032839857044692	False	False	202.0	0.6400585335029807	923.0
CP003496.1_prot_D7S_00122_116	hypothetical protein	0.37467878589529474	375.0	0.19274124111683263	False	False	291.0	1.0053349442652584	289.0
CP003496.1_prot_D7S_00124_117	tRNA pseudouridine synthase C	0.37938328350311634	360.0	0.07594228575921538	False	False	1701.0	0.8960322407817041	470.0
CP003496.1_prot_D7S_00125_118	Zn-ribbon-containing, possibly nucleic-acid-binding protein	0.014456708839385053	1271.0	0.3073996678424479	False	True	34.0	0.6722172590468457	863.0
CP003496.1_prot_D7S_00126_119	7-cyano-7-deazaguanine reductase	0.11718033240704974	1031.0	0.07933295026208256	False	False	1255.0	0.5640905714514879	1060.0
CP003496.1_prot_D7S_00127_120	two component Fis family transcriptional regulator	-0.28386818792959545	1804.0	0.23131616581036984	False	False	113.0	0.3297669404230635	1517.0
CP003496.1_prot_D7S_00129_121	integral membrane sensor signal transduction histidine kinase	0.3514223835227722	417.0	0.2023530785315685	False	False	1674.0	0.993957276432618	312.0
CP003496.1_prot_D7S_00132_124	ISPsy8, transposase OrfA	0.28758571947147454	564.5	0.24206120412926524	False	False	265.5	0.9599522586020288	369.5
CP003496.1_prot_D7S_00134_125	integrase, catalytic region	-0.021673825212112648	1368.0	0.18567481726776852	False	False	155.0	0.5020166463532258	1164.0
CP003496.1_prot_D7S_00135_126	phosphoglycerate transport regulatory protein	0.11596183061793457	1034.0	0.0010784242184123279	False	False	1251.0	0.48433679503300503	1193.0
CP003496.1_prot_D7S_00136_127	extracellular solute-binding protein	0.14105154725292332	964.0	0.017433086937347658	True	False	1192.0	0.5356739664975676	1101.0
CP003496.1_prot_D7S_00137_128	ABC transporter related protein	0.2595643744309702	637.0	0.014656740959103513	False	False	1482.0	0.6963159113738961	825.0
CP003496.1_prot_D7S_00138_129	binding-protein-dependent transport systems inner membrane component	0.15126197155222695	926.0	-0.0032552068885000457	False	False	1285.0	0.5339761774193461	1103.0
CP003496.1_prot_D7S_00139_130	ABC transporter related protein	0.31299900337165804	503.0	0.01632562132503895	False	False	1606.0	0.7649513084814606	696.0
CP003496.1_prot_D7S_00140_131	transporting ATPase	0.13130171195751264	990.0	0.01394077263664668	False	False	1186.0	0.5191881489484909	1127.0
CP003496.1_prot_D7S_00141_132	ATP-dependent metallopeptidase HflB	0.45629326296980216	218.0	0.2557358760594187	False	False	327.0	1.1467903488230369	112.0
CP003496.1_prot_D7S_00142_133	ribosomal RNA large subunit methyltransferase J	0.049840107890916516	1183.0	0.079144222992411	False	False	1046.0	0.4879398251913115	1188.0
CP003496.1_prot_D7S_00143_134	formyltetrahydrofolate deformylase	0.030252215803579337	1219.0	0.16352378597196104	False	False	37.0	0.5543283836731105	1070.0
CP003496.1_prot_D7S_00144_135	H-NS histone family	0.5669865938120641	86.0	0.35091045177013025	False	False	347.0	1.3079319410255026	18.0
CP003496.1_prot_D7S_00145_136	Na+/H+ antiporter family	0.3258723393313852	467.0	0.04407042813276878	False	False	1715.0	0.8106871197869416	599.0
CP003496.1_prot_D7S_00146_137	Sel1 domain protein repeat-containing protein	-0.29866803732386565	1820.0	0.14082705728935646	True	True	514.0	0.23128182990304963	1738.0
CP003496.1_prot_D7S_00147_138	membrane protein	-0.2785841555933549	1798.0	0.09242555507684222	False	False	516.0	0.19387483043916107	1800.0
CP003496.1_prot_D7S_00148_139	putative translation initiation inhibitor, YjgF family protein	0.4539780996719755	221.0	0.3936891438103495	False	True	77.0	1.283244366199155	20.0
CP003496.1_prot_D7S_00150_140	hypothetical protein	-0.06385643934546077	1465.0	0.05723720616688954	False	False	837.0	0.3251032731334063	1530.0
CP003496.1_prot_D7S_00151_141	Ribonuclease III	0.1588055900973359	910.0	-0.04222361165690111	False	False	1300.0	0.5030037746499454	1159.0
CP003496.1_prot_D7S_00152_142	endoribonuclease L-PSP	-0.008354955969310882	1344.0	0.031848969317715324	False	False	148.0	0.3601848014016733	1463.0
CP003496.1_prot_D7S_00153_143	DNA polymerase III subunit tau	-0.16729087757000538	1620.0	0.21555506593019425	False	False	627.0	0.4059598635313937	1356.0
CP003496.1_prot_D7S_00154_144	adenine phosphoribosyltransferase	-0.10561640947977015	1530.0	0.10760544470845693	False	False	748.0	0.3429877535540341	1494.0
CP003496.1_prot_D7S_00155_145	lipid A biosynthesis lauroyl acyltransferase	-0.049292693644811064	1441.0	-0.037151033058244784	False	False	817.0	0.2427090369067727	1713.0
CP003496.1_prot_D7S_00156_146	inner membrane protein YfcA	0.005633510357593801	1306.0	0.06845639578328475	False	False	970.0	0.415782732614869	1336.0
CP003496.1_prot_D7S_00157_147	peptidoglycan amidase MepA	-0.21887575433190068	1709.0	0.01766457258672406	True	False	557.0	0.1635916090684832	1847.0
CP003496.1_prot_D7S_00158_148	chorismate synthase	-0.08634321162634172	1504.0	-0.01359821406714232	False	False	143.0	0.2347775980268107	1731.0
CP003496.1_prot_D7S_00160_150	O-succinylbenzoate-CoA ligase	-0.4447715956935735	1938.0	-0.0497881132391661	False	False	422.0	-0.018303855368101633	1992.0
CP003496.1_prot_D7S_00161_151	protein SeqA	-0.007833620513758901	1342.0	0.16472999389553483	False	False	158.0	0.49406532622936794	1176.0
CP003496.1_prot_D7S_00162_152	esterase YbfF	0.04188282678317169	1199.0	-0.07864370732388912	False	True	1161.0	0.322155892876011	1540.0
CP003496.1_prot_D7S_00163_153	flavodoxin	0.27298164050331186	599.0	-0.03204869847994955	False	False	1566.0	0.6686009766824693	869.0
CP003496.1_prot_D7S_00164_154	ferric uptake regulation protein	0.4384693751853164	250.0	0.0978718992852656	False	False	1808.0	0.9729343680508828	346.0
CP003496.1_prot_D7S_00166_156	acetyl-CoA carboxylase subunit beta	0.3495194344179844	422.0	0.3206206465031958	False	True	1638.0	1.1097260937795577	151.0
CP003496.1_prot_D7S_00167_157	translation initiation factor Sui1	0.4229232072895595	281.0	0.2051379116231304	False	False	310.0	1.0647081265156841	196.0
CP003496.1_prot_D7S_00168_158	orotidine 5'-phosphate decarboxylase	-0.15970008302079125	1605.0	0.06670029629670905	False	False	735.0	0.2646013457719714	1660.0
CP003496.1_prot_D7S_00169_159	tetratricopeptide domain protein	0.2975382565870069	542.0	0.12282614955273444	False	True	1706.0	0.8519615818365924	543.0
CP003496.1_prot_D7S_00170_160	30S ribosomal protein S1	0.5865093527252612	73.0	0.2564591698760108	False	False	1942.0	1.219977410755571	45.0
CP003496.1_prot_D7S_00171_161	integration host factor subunit beta	0.478272107050238	190.0	0.24394272128882688	False	False	330.0	1.148990197550696	107.0
CP003496.1_prot_D7S_00172_162	ribosomal protein S1	0.5854664912657263	74.0	0.2775115518330341	False	False	89.0	1.2405300425876566	34.0
CP003496.1_prot_D7S_00173_163	cytidylate kinase	-0.24779778878236347	1748.0	0.012645917121032035	False	False	555.0	0.13908269873022744	1878.0
CP003496.1_prot_D7S_00174_164	coproporphyrinogen III oxidase	0.08283897584298865	1111.0	-0.025741371180890503	False	False	1104.0	0.4190362400135123	1328.0
CP003496.1_prot_D7S_00177_167	branched-chain amino acid transport protein AzlD	0.43564455645108724	254.0	0.02356206080155142	False	False	1764.0	0.8966255290674185	469.0
CP003496.1_prot_D7S_00178_168	azaleucine resistance protein AzlC	-0.123477093099998	1556.0	-0.022950541984914915	False	False	722.0	0.19943826361228648	1791.0
CP003496.1_prot_D7S_00179_169	HTH-type transcriptional regulator MetR	0.43131807088039453	266.0	0.023497702659695877	False	False	1818.0	0.8905641694263126	481.0
CP003496.1_prot_D7S_00181_171	crispr-associated protein Cas2	0.6034459469323011	64.0	0.24420346526900386	False	False	1957.0	1.2122194572730018	50.0
CP003496.1_prot_D7S_00182_172	CRISPR-associated protein Cas1	0.21158336651062268	763.0	0.14327000666428183	False	False	1322.0	0.7619606613369455	701.0
CP003496.1_prot_D7S_00184_173	hypothetical protein	0.43246490056454745	262.0	0.22729807341830033	False	False	1856.0	1.096363540684667	162.0
CP003496.1_prot_D7S_00185_174	CRISPR-associated protein Cas4	0.19125847858354608	828.0	0.18079224234579555	False	False	1350.0	0.7669991388975197	692.0
CP003496.1_prot_D7S_00186_175	CRISPR-associated Csd2 family protein	0.015254270042932718	1269.0	0.1437966482171389	False	False	166.0	0.5096137396714118	1145.0
CP003496.1_prot_D7S_00187_176	CRISPR-associated RAMP Csd1 family protein	-0.03422365611673102	1408.0	0.4182767835876975	False	False	869.0	0.7146286076756535	788.0
CP003496.1_prot_D7S_00188_177	CRISPR-associated Cas5 family protein	-0.375979254622869	1888.0	0.17573971952942208	False	False	466.0	0.2322114836473631	1734.0
CP003496.1_prot_D7S_00192_180	putative transcriptional regulator	0.47782700034181774	191.0	0.2455036224385054	False	False	329.0	1.150051348575437	105.0
CP003496.1_prot_D7S_00193_181	diaminopimelate decarboxylase	0.28229288441285	578.0	0.07840307839525469	False	False	1464.0	0.7895475061813617	645.0
CP003496.1_prot_D7S_00195_182	peptide chain release factor 3	0.4460700395900065	228.0	0.19588074933444422	False	True	1861.0	1.0819377208486871	172.0
CP003496.1_prot_D7S_00196_183	WcaG protein	0.13066422613745377	991.0	-0.08891269386925145	False	False	1275.0	0.41583493231765506	1335.0
CP003496.1_prot_D7S_00197_184	argininosuccinate synthase	-0.35767432689004286	1875.0	0.005998279221815005	False	False	485.0	0.06896679496394394	1958.0
CP003496.1_prot_D7S_00198_185	L-lactate dehydrogenase	0.5049690456642375	157.0	0.20565616287145144	False	False	1877.0	1.127195393256259	142.0
CP003496.1_prot_D7S_00199_186	gamma-glutamyltransferase	0.20047018612039805	803.0	0.10473815155815523	True	False	1460.0	0.7034388012333177	816.0
CP003496.1_prot_D7S_00201_187	sensor protein QseC	-0.28854929768651516	1809.0	0.19127061823147892	False	False	577.0	0.2872226422194849	1608.0
CP003496.1_prot_D7S_00203_188	transcriptional regulatory protein QseB	-0.2717270343474489	1786.0	0.04182930402827236	False	False	109.0	0.14927558088984158	1870.0
CP003496.1_prot_D7S_00204_189	protein YgiW	0.4036400054703581	315.0	0.15636966096915705	True	False	72.0	0.9989483716138348	300.0
CP003496.1_prot_D7S_00206_191	formate dehydrogenase accessory protein FdhE	0.39764491868711527	327.0	0.07879163228675995	False	True	1762.0	0.9153733414321872	449.0
CP003496.1_prot_D7S_00207_192	2',3'-cyclic-nucleotide 2'-phosphodiesterase	-0.054988915737199905	1453.0	0.17588316709350338	True	False	801.0	0.4497462355592705	1264.0
CP003496.1_prot_D7S_00208_193	ABC transport system periplasmic protein	-0.07715530017574682	1490.0	0.14001572206550864	True	True	822.0	0.39538803590858707	1378.0
CP003496.1_prot_D7S_00209_194	ABC transport system permease protein	0.02987881449364271	1221.0	-0.0438861336709344	False	False	958.0	0.3459189637803399	1486.0
CP003496.1_prot_D7S_00210_195	transport system permease protein	0.05418954985953242	1175.0	-0.051405543902980466	False	False	1007.0	0.36138805929542034	1461.0
CP003496.1_prot_D7S_00211_196	putative siderophore ABC superfamily ATP binding cassette transporter, ABC protein	-0.03735254845513171	1416.0	0.09747172434139464	False	False	875.0	0.3898255474298504	1393.0
CP003496.1_prot_D7S_00212_197	NlpD protein	-0.03359119815919185	1405.0	0.01713243099049576	False	False	852.0	0.31498350545326437	1556.0
CP003496.1_prot_D7S_00213_198	zinc import ATP-binding protein ZnuC	-0.28012836995301205	1800.0	0.14708940243963847	False	False	535.0	0.24753917755208227	1704.0
CP003496.1_prot_D7S_00214_199	high-affinity zinc uptake system membrane protein ZnuB	-0.1418306552928569	1586.0	0.26698554004226815	False	True	776.0	0.4743818418913436	1216.0
CP003496.1_prot_D7S_00215_200	SoxR-reducing system protein RsxE	-0.549958419643729	1980.0	0.04995306091311626	False	False	385.0	0.06044781353680441	1966.0
