	Description	mean_Catrapid	rank_Catrapid	domain_score	Secretion_nonfused	Secretion_fused	Orignial_rank	final_score	final_rank
CP003496.1_prot_D7S_00040_39	anthranilate synthase component II	0.050129324733198	1167.0	-0.04178439405481067	False	False	1077.0	0.3750072101430904	1450.0
CP003496.1_prot_D7S_00041_40	anthranilate synthase component I	0.2268205781231951	709.0	-0.08845221829461633	False	True	1452.0	0.557224943124674	1105.0
CP003496.1_prot_D7S_00042_41	3-deoxy-manno-octulosonate-8-phosphatase	0.45310840400381835	234.0	-0.07928644312801739	False	True	1825.0	0.8037720276366004	624.0
CP003496.1_prot_D7S_00043_42	arabinose 5-phosphate isomerase	0.31036339934623236	486.0	0.38485013847792116	False	True	1629.0	1.141971577758281	132.0
CP003496.1_prot_D7S_00044_43	heat shock protein HtpX	-0.0030792353657361523	1296.0	0.03900914180948735	False	False	961.0	0.39133297989044685	1415.0
CP003496.1_prot_D7S_00045_44	phenylalanyl-tRNA synthetase, alpha subunit	0.3825758171092073	358.0	0.2267461829416793	False	False	1731.0	1.047835638214043	241.0
CP003496.1_prot_D7S_00046_45	phenylalanyl-tRNA synthetase, beta subunit	0.4828671393433658	181.0	0.33530426312871126	False	False	82.0	1.244849490515018	48.0
CP003496.1_prot_D7S_00047_46	integration host factor subunit alpha	0.5595054066214648	104.0	0.3833769511443709	True	False	87.0	1.3314029381508676	22.0
CP003496.1_prot_D7S_00048_47	lipoprotein	0.22289707677464618	717.0	0.11512004551198207	False	False	1439.0	0.7567992059317722	703.0
CP003496.1_prot_D7S_00049_48	putative FHA domain protein	0.3937722228945341	339.0	0.08212741730878348	False	False	1743.0	0.9127121249549603	434.0
CP003496.1_prot_D7S_00050_49	TolC protein	-0.18177552906450808	1662.0	0.023030191092730523	True	True	657.0	0.1924454834465536	1755.0
CP003496.1_prot_D7S_00051_50	ABC-2 type transporter	-0.13874579134099754	1594.0	-0.08795459143679304	False	False	712.0	0.11544370941278218	1848.0
CP003496.1_prot_D7S_00053_52	AcrA protein	-0.08268258205891342	1482.0	-0.20136951836780043	False	False	805.0	0.05800079647477829	1916.0
CP003496.1_prot_D7S_00054_53	AcrR protein	0.11980942880360461	981.0	0.18386197729484344	False	False	1232.0	0.6936071047311253	843.0
CP003496.1_prot_D7S_00055_54	aspartate aminotransferase	0.454301760256594	230.0	0.26334587070950577	False	True	1829.0	1.1484033419738737	128.0
CP003496.1_prot_D7S_00057_56	dihydroorotate oxidase	0.12687379937122328	965.0	-0.06111022605540837	False	False	1246.0	0.456630903379874	1301.0
CP003496.1_prot_D7S_00058_57	fumarate hydratase	0.26118623488864445	617.0	0.19272449432914	False	False	1526.0	0.8843786672426832	488.0
CP003496.1_prot_D7S_00060_59	universal stress protein UspE	0.1885896878889706	814.0	0.00957033611807771	True	True	1360.0	0.6027737344189272	1008.0
CP003496.1_prot_D7S_00061_60	UspA protein	0.46151474387319313	219.0	0.051034675431197454	False	False	1837.0	0.9415893980698781	386.0
CP003496.1_prot_D7S_00062_61	transcriptional activator protein anr	-0.21589488996175835	1716.0	0.08159511360198365	False	True	123.0	0.22402389920918006	1707.0
CP003496.1_prot_D7S_00063_62	hypothetical protein	0.3959815573346908	329.0	0.14284028672523555	False	False	1753.0	0.9784224956207878	334.0
CP003496.1_prot_D7S_00064_63	ferritin like protein-2	0.3241230598967475	467.0	0.00941527308491965	True	False	1654.0	0.7760319647390925	669.0
CP003496.1_prot_D7S_00065_64	nonheme iron-containing ferritin	0.4738280676850396	197.0	0.0606159608703642	False	False	1859.0	0.9621651862576706	354.0
CP003496.1_prot_D7S_00066_65	exodeoxyribonuclease I	-0.3756987502365095	1885.0	0.455861442298484	False	False	7.0	0.5138324567912377	1185.0
CP003496.1_prot_D7S_00067_66	cell division protein MukB	0.014117323207342939	1245.0	0.08384532059723884	False	False	1006.0	0.4616564150500124	1290.0
CP003496.1_prot_D7S_00069_68	condesin subunit E	0.09018234498856531	1069.0	0.07275736456478438	False	False	1167.0	0.5385244810065635	1141.0
CP003496.1_prot_D7S_00072_71	chromosome partition protein MukF	-0.4340693973485466	1930.0	0.13534052015042575	False	False	427.0	0.17082277902099047	1782.0
CP003496.1_prot_D7S_00073_72	DacC protein	0.012072530870601875	1253.0	-0.028857694758546194	False	False	1000.0	0.34495539869472713	1507.0
CP003496.1_prot_D7S_00074_73	lipoprotein HlpB	0.2439431420537391	665.0	0.12222930450845539	True	False	246.0	0.789895471424997	646.0
CP003496.1_prot_D7S_00075_74	50S ribosomal protein L25	0.44960218096718507	238.0	0.5541411851486968	False	False	80.0	1.4352006554135643	9.0
CP003496.1_prot_D7S_00076_75	cobalt transport protein CbiM	-0.00698219264711089	1311.0	0.052957928429045106	False	False	953.0	0.3977855146359417	1401.0
CP003496.1_prot_D7S_00078_77	starch synthase	-0.3006488438071032	1827.0	0.23717800584494414	False	False	515.0	0.32413452758407457	1539.0
CP003496.1_prot_D7S_00079_78	glucose-1-phosphate adenylyltransferase	-0.8513153559961565	2000.0	0.14034430109923915	False	False	364.0	0.14084405122417668	1814.0
CP003496.1_prot_D7S_00080_79	glycogen debranching enzyme GlgX	0.015867331764056504	1237.0	0.26051924037169005	False	False	1015.0	0.642328335823964	937.0
CP003496.1_prot_D7S_00081_80	1,4-alpha-glucan branching enzyme	0.10331254953921959	1026.0	0.34798538579269855	False	False	1194.0	0.8352417576067915	566.0
CP003496.1_prot_D7S_00082_81	4-alpha-glucanotransferase	0.15891346498694559	886.0	0.13019458224243868	False	False	1307.0	0.6874159715477861	855.0
CP003496.1_prot_D7S_00083_82	hypothetical protein	0.043246809060562434	1180.0	0.10159354212402466	True	False	1066.0	0.5118883946977377	1190.0
CP003496.1_prot_D7S_00085_83	glycoside hydrolase, family 19, putative	-0.013643644448959925	1324.0	0.07163527223468985	False	False	933.0	0.4099661068173985	1379.0
CP003496.1_prot_D7S_00086_84	ABC transporter ATP-binding protein uup	0.1105686473299348	1008.0	0.07978492544620808	False	False	1212.0	0.5760367995091766	1055.0
CP003496.1_prot_D7S_00088_86	addiction module killer protein	0.5958949953832866	77.0	0.20967670790156231	False	False	1943.0	1.1711959482813723	107.0
CP003496.1_prot_D7S_00089_87	putative transcriptional regulator	0.6416366821208831	49.0	0.2523224036586816	False	False	356.0	1.2278346475367425	65.0
CP003496.1_prot_D7S_00090_88	dGTP triphosphohydrolase	-0.5485990017966005	1977.0	-0.018556130211997056	False	False	382.0	-0.006562127213496307	1966.0
CP003496.1_prot_D7S_00091_89	deoxyguanosinetriphosphate triphosphohydrolase-like protein	-0.12262740969985209	1572.0	-0.018148004403605242	False	False	732.0	0.19624479919459564	1745.0
CP003496.1_prot_D7S_00092_90	membrane protein	0.530144419151763	134.0	0.06907322451099179	False	False	1902.0	1.0021067077693626	303.0
CP003496.1_prot_D7S_00094_91	putative integrase	0.0061036125447852625	1270.0	0.1487494685822868	False	False	981.0	0.5140668099116221	1184.0
CP003496.1_prot_D7S_00095_92	XRE family transcriptional regulator	0.18229856776477035	830.0	0.32337250965596304	False	False	54.0	0.9085799059578121	447.0
CP003496.1_prot_D7S_00097_93	Transposase	0.1211014821141244	977.0	0.4111113301215575	False	True	43.0	0.9228554580575894	422.0
CP003496.1_prot_D7S_00098_94	hypothetical protein	0.7642343552940962	7.0	0.10848773573537726	False	False	1996.0	1.1049894848608146	168.0
CP003496.1_prot_D7S_00099_95	transposase, IS4 family protein	-0.2025446153409096	1693.0	0.24616989052497712	False	False	628.0	0.40009292900573673	1400.0
CP003496.1_prot_D7S_00100_96	death-on-curing protein	-0.0472650819522409	1413.0	0.11782609019875143	False	False	866.0	0.41167916366201984	1377.0
CP003496.1_prot_D7S_00101_97	peptidase E	-0.46417781826447585	1946.0	-0.1497870025755212	False	False	413.0	-0.12230074570395696	1996.0
CP003496.1_prot_D7S_00102_98	thiamine biosynthesis/tRNA modification protein ThiI	-0.09585732431366764	1519.0	0.48425341266624455	False	False	25.0	0.7251329728861347	760.0
CP003496.1_prot_D7S_00103_99	cytochrome c-type protein TorY	-0.07561288964120401	1472.0	0.2884382120825523	True	True	147.0	0.5528060281745064	1119.0
CP003496.1_prot_D7S_00105_101	MmcQ protein	-0.16312063166348023	1631.0	0.16649980455358093	False	False	682.0	0.3514073507804675	1497.0
CP003496.1_prot_D7S_00106_102	CitT protein	-0.17448560297269497	1649.0	0.13353410858637257	False	False	667.0	0.30944615256438357	1563.0
CP003496.1_prot_D7S_00107_103	putative plasmid stability protein StbD, antitoxin of toxin-antitoxin stability system	0.572381558116785	92.0	0.26891212893853605	False	False	346.0	1.222935117444283	68.0
CP003496.1_prot_D7S_00109_104	putative plasmid stability protein StbE, addiction module antitoxin	0.5976427275604719	74.0	0.16492741921505127	False	False	1947.0	1.1279459099696738	142.0
CP003496.1_prot_D7S_00110_105	tRNA pseudouridine synthase A	0.013653540678716906	1248.0	0.1938699165549684	False	False	1012.0	0.5701817606329295	1075.0
CP003496.1_prot_D7S_00111_106	30S ribosomal protein S9	0.2841796411838084	558.0	0.43828120672279247	False	True	270.0	1.15942063700765	115.0
CP003496.1_prot_D7S_00112_107	ribosomal protein L13	0.1740039892588708	851.0	0.15691756773038695	False	False	1336.0	0.7316302114085478	750.0
CP003496.1_prot_D7S_00113_108	tellurite resistance protein TehB	0.24914169309068737	654.0	-0.0039960920015216115	False	False	1501.0	0.669167326289333	884.0
CP003496.1_prot_D7S_00114_109	exodeoxyribonuclease V, alpha subunit	0.3918628113253554	345.0	0.31898791410309324	False	True	71.0	1.146574120999645	129.0
CP003496.1_prot_D7S_00116_111	DsrE protein	0.11312736703707599	1003.0	0.010194175184336001	False	False	1215.0	0.5089447998719921	1194.0
CP003496.1_prot_D7S_00118_112	beta-hydroxydecanoyl thioester dehydrase	0.1505412203336527	907.0	0.12841928236139705	True	False	1286.0	0.6751459190430562	874.0
CP003496.1_prot_D7S_00119_113	Putative protease La-like protein	0.27773313066736366	573.0	0.09875463920490665	False	False	1558.0	0.8123978176157013	605.0
CP003496.1_prot_D7S_00120_114	macrodomain Ter protein	0.25148290796349954	647.0	0.18435661069493733	False	False	1508.0	0.8610182798603546	523.0
CP003496.1_prot_D7S_00121_115	cold shock domain-containing protein CspD	0.12271923490282638	974.0	0.28148414110250203	False	False	202.0	0.7947275194133465	641.0
CP003496.1_prot_D7S_00122_116	hypothetical protein	0.35281679182564385	409.0	0.23217028057982106	False	False	291.0	1.0277724794803709	263.0
CP003496.1_prot_D7S_00124_117	tRNA pseudouridine synthase C	0.35870730501944165	400.0	0.17539859911299355	False	False	1701.0	0.9754985491379811	342.0
CP003496.1_prot_D7S_00125_118	Zn-ribbon-containing, possibly nucleic-acid-binding protein	0.03627867622937175	1198.0	0.3169777209253774	False	False	34.0	0.718277071250215	777.0
CP003496.1_prot_D7S_00126_119	7-cyano-7-deazaguanine reductase	0.1321162163923596	948.0	0.08816985336511185	False	False	1255.0	0.6144067349243323	989.0
CP003496.1_prot_D7S_00127_120	two component Fis family transcriptional regulator	-0.2673478648239491	1791.0	0.17914217469904192	False	False	113.0	0.28408970093592345	1618.0
CP003496.1_prot_D7S_00129_121	integral membrane sensor signal transduction histidine kinase	0.3417970335879042	434.0	0.2354115728501441	False	False	1674.0	1.0185200186272556	280.0
CP003496.1_prot_D7S_00132_124	ISPsy8, transposase OrfA	0.27211989929299946	591.5	0.3581895632101493	False	False	265.5	1.0625873643095995	220.5
CP003496.1_prot_D7S_00134_125	integrase, catalytic region	-0.04054527666766094	1398.0	0.2733708970486384	False	False	155.0	0.5747202223859698	1062.0
CP003496.1_prot_D7S_00135_126	phosphoglycerate transport regulatory protein	0.12823350335914066	960.0	0.016448640708293813	False	False	1251.0	0.5366885207682638	1144.0
CP003496.1_prot_D7S_00136_127	extracellular solute-binding protein	0.10025100611466864	1039.0	0.07124579563609258	True	True	1192.0	0.5520054158259976	1121.0
CP003496.1_prot_D7S_00137_128	ABC transporter related protein	0.2414781262949923	671.0	-0.011327337156778812	False	False	1482.0	0.6533403290101377	920.0
CP003496.1_prot_D7S_00138_129	binding-protein-dependent transport systems inner membrane component	0.15043122425945493	909.0	0.08758927215430815	False	False	1285.0	0.6333164085860922	954.0
CP003496.1_prot_D7S_00139_130	ABC transporter related protein	0.301438357664869	510.0	-0.08744812673136836	False	False	1606.0	0.6576793095504907	912.0
CP003496.1_prot_D7S_00140_131	transporting ATPase	0.09968660614835985	1041.0	0.040288588176886395	False	False	1186.0	0.5200487081169164	1175.0
CP003496.1_prot_D7S_00141_132	ATP-dependent metallopeptidase HflB	0.4736584991431074	199.0	0.4907246712279921	False	False	327.0	1.3912743963654233	14.0
CP003496.1_prot_D7S_00142_133	ribosomal RNA large subunit methyltransferase J	0.025473483698702407	1210.0	0.032297747130119646	False	False	1046.0	0.4276000959557068	1347.0
CP003496.1_prot_D7S_00143_134	formyltetrahydrofolate deformylase	0.06146853624693808	1139.0	0.28675819757290577	False	False	37.0	0.7175428052690577	779.0
CP003496.1_prot_D7S_00144_135	H-NS histone family	0.577340850034744	87.0	0.3855177992198912	False	False	347.0	1.342039538350326	20.0
CP003496.1_prot_D7S_00145_136	Na+/H+ antiporter family	0.3696982285572747	379.0	0.011190160961901584	False	False	1715.0	0.8217848636105772	588.0
CP003496.1_prot_D7S_00146_137	Sel1 domain protein repeat-containing protein	-0.3051184959555696	1831.0	0.026326441798029558	True	False	514.0	0.11128396303740987	1850.0
CP003496.1_prot_D7S_00147_138	membrane protein	-0.3003872901157061	1826.0	0.01562792780637419	False	False	516.0	0.10308419967044216	1861.0
CP003496.1_prot_D7S_00148_139	putative translation initiation inhibitor, YjgF family protein	0.43430561035081544	259.0	0.36826648023521175	False	False	77.0	1.238831197876391	54.0
CP003496.1_prot_D7S_00150_140	hypothetical protein	-0.05964001503866058	1444.0	0.018536614066144166	False	False	837.0	0.2968974336563491	1590.0
CP003496.1_prot_D7S_00151_141	Ribonuclease III	0.15632416559425036	894.0	0.07985139757912074	False	False	1300.0	0.6330747858849678	956.0
CP003496.1_prot_D7S_00152_142	endoribonuclease L-PSP	-0.06028740104805298	1446.0	0.16066199432485723	False	False	148.0	0.43802331366518704	1328.0
CP003496.1_prot_D7S_00153_143	DNA polymerase III subunit tau	-0.20341951622754842	1695.0	0.09864309350435468	False	False	627.0	0.25156663173523924	1660.0
CP003496.1_prot_D7S_00154_144	adenine phosphoribosyltransferase	-0.10990640899321837	1552.0	0.059720105923629405	False	False	748.0	0.28410791202058094	1617.0
CP003496.1_prot_D7S_00155_145	lipid A biosynthesis lauroyl acyltransferase	-0.07381455562291638	1469.0	-0.022675629088008506	False	False	817.0	0.2431914373787581	1684.0
CP003496.1_prot_D7S_00156_146	inner membrane protein YfcA	0.00011168306975262674	1289.0	0.03533487075143549	False	False	970.0	0.39115695970695774	1416.0
CP003496.1_prot_D7S_00157_147	peptidoglycan amidase MepA	-0.2540370451026341	1775.0	0.000333007960445696	True	False	557.0	0.11327653619632776	1849.0
CP003496.1_prot_D7S_00158_148	chorismate synthase	-0.08843643723078928	1495.0	0.214841119398954	False	False	143.0	0.46771468261734483	1280.0
CP003496.1_prot_D7S_00160_150	O-succinylbenzoate-CoA ligase	-0.4423661540740347	1934.0	-0.3119350849723398	False	False	422.0	-0.2784518266015252	2001.0
CP003496.1_prot_D7S_00161_151	protein SeqA	-0.03992278505261351	1395.0	0.33573297501350496	False	False	158.0	0.6385815507256489	943.0
CP003496.1_prot_D7S_00162_152	esterase YbfF	0.09041693134386505	1068.0	-0.07436730276213507	False	False	1161.0	0.3918995638045816	1413.0
CP003496.1_prot_D7S_00163_153	flavodoxin	0.2812849549323725	566.0	0.021752126929397216	False	False	1566.0	0.7388935562147545	737.0
CP003496.1_prot_D7S_00164_154	ferric uptake regulation protein	0.43252088263029764	265.0	0.1884140520678271	False	False	1808.0	1.0559802689593814	230.0
CP003496.1_prot_D7S_00166_156	acetyl-CoA carboxylase subunit beta	0.31548812405658055	479.0	0.33885710077206743	False	True	1638.0	1.09947679092699	172.0
CP003496.1_prot_D7S_00167_157	translation initiation factor Sui1	0.4126199287231615	298.0	0.16610283957699104	False	False	310.0	1.0171773023456068	284.0
CP003496.1_prot_D7S_00168_158	orotidine 5'-phosphate decarboxylase	-0.11846987241835506	1567.0	-0.14569112808962048	False	False	735.0	0.07120042613326807	1900.0
CP003496.1_prot_D7S_00169_159	tetratricopeptide domain protein	0.363789534706689	388.0	-0.09339378998883707	False	True	1706.0	0.7127031615354008	787.0
CP003496.1_prot_D7S_00170_160	30S ribosomal protein S1	0.5921454610214968	80.0	0.2837758565070466	False	False	1942.0	1.243795846512044	50.0
CP003496.1_prot_D7S_00171_161	integration host factor subunit beta	0.48224034502287255	182.0	0.19881739578460988	False	False	330.0	1.1078628730459792	163.0
CP003496.1_prot_D7S_00172_162	ribosomal protein S1	0.6347712945450615	55.0	0.3309594576720723	False	False	89.0	1.303473200800508	26.0
CP003496.1_prot_D7S_00173_163	cytidylate kinase	-0.2556150537946871	1777.0	-0.021056500489256894	False	False	555.0	0.09088752749675011	1875.0
CP003496.1_prot_D7S_00174_164	coproporphyrinogen III oxidase	0.06330823324615473	1133.0	-0.0453598312491423	False	False	1104.0	0.38842327719663483	1420.0
CP003496.1_prot_D7S_00177_167	branched-chain amino acid transport protein AzlD	0.40644261465922166	313.0	-0.04428006628777496	False	False	1764.0	0.7992981446067778	632.0
CP003496.1_prot_D7S_00178_168	azaleucine resistance protein AzlC	-0.12995236371699992	1582.0	-0.01282735059297815	False	False	722.0	0.19656795175584743	1743.0
CP003496.1_prot_D7S_00179_169	HTH-type transcriptional regulator MetR	0.4454597367859455	244.0	-0.13674710541786583	False	False	1818.0	0.7413138640973765	733.0
CP003496.1_prot_D7S_00181_171	crispr-associated protein Cas2	0.6268664442678548	61.0	0.2899545633142978	False	False	1957.0	1.2594698056931084	41.0
CP003496.1_prot_D7S_00182_172	CRISPR-associated protein Cas1	0.16355800462933107	869.0	0.15892345532550906	False	False	1322.0	0.7246405967547944	763.0
CP003496.1_prot_D7S_00184_173	hypothetical protein	0.47640366946133617	191.0	0.30078467677404885	False	False	1856.0	1.2053324029109804	77.0
CP003496.1_prot_D7S_00185_174	CRISPR-associated protein Cas4	0.18058719820995242	837.0	0.14337646189553716	False	False	1350.0	0.7250856073228236	761.0
CP003496.1_prot_D7S_00186_175	CRISPR-associated Csd2 family protein	-0.014139155862935918	1331.0	0.30960276106699725	False	False	166.0	0.6444353447751432	935.0
CP003496.1_prot_D7S_00187_176	CRISPR-associated RAMP Csd1 family protein	-0.04627895006238912	1410.0	0.18111213925953656	False	False	869.0	0.47646446309761753	1266.0
CP003496.1_prot_D7S_00188_177	CRISPR-associated Cas5 family protein	-0.374269934249406	1884.0	0.029518662727683373	False	False	466.0	0.08798942734537453	1879.0
CP003496.1_prot_D7S_00192_180	putative transcriptional regulator	0.47905104291650086	186.0	0.2089082498621409	False	False	329.0	1.1159547266237602	155.0
CP003496.1_prot_D7S_00193_181	diaminopimelate decarboxylase	0.23319959016707772	697.0	0.030523608932203294	False	False	1464.0	0.682197771850744	866.0
CP003496.1_prot_D7S_00195_182	peptide chain release factor 3	0.4775882390799766	188.0	0.40577576967931095	False	False	1861.0	1.311822746191055	25.0
CP003496.1_prot_D7S_00196_183	WcaG protein	0.14394999631476366	926.0	-0.08636730977556384	False	False	1275.0	0.4508640745322823	1305.0
CP003496.1_prot_D7S_00197_184	argininosuccinate synthase	-0.3389923352775074	1860.0	-0.04125278092234925	False	False	485.0	0.029211986693842652	1940.0
CP003496.1_prot_D7S_00198_185	L-lactate dehydrogenase	0.5063889728633459	166.0	0.13676053560906315	False	False	1877.0	1.053802014869433	231.0
CP003496.1_prot_D7S_00199_186	gamma-glutamyltransferase	0.23096690178834547	701.0	0.08885396944822024	True	False	1460.0	0.7385291318670109	738.0
CP003496.1_prot_D7S_00201_187	sensor protein QseC	-0.23279081901940135	1750.0	0.16472597856019305	False	False	577.0	0.2901632599195134	1607.0
CP003496.1_prot_D7S_00203_188	transcriptional regulatory protein QseB	-0.28459194176361063	1810.0	0.09081799474872505	False	True	109.0	0.18627026861179352	1764.0
CP003496.1_prot_D7S_00204_189	protein YgiW	0.3948107165252636	335.0	0.18568107495446265	True	False	72.0	1.0182647831003897	282.0
CP003496.1_prot_D7S_00206_191	formate dehydrogenase accessory protein FdhE	0.40304856814945	316.0	0.17006488134764886	False	False	1762.0	1.0121438418673891	292.0
CP003496.1_prot_D7S_00207_192	2',3'-cyclic-nucleotide 2'-phosphodiesterase	-0.08481573243415366	1488.0	0.44218986687822837	True	False	801.0	0.6985616809711819	830.0
CP003496.1_prot_D7S_00208_193	ABC transport system periplasmic protein	-0.07084568791351908	1464.0	0.44855013774536884	True	True	822.0	0.7169159548368231	782.0
CP003496.1_prot_D7S_00209_194	ABC transport system permease protein	-0.005836653541682896	1306.0	-0.0722555242025986	False	False	958.0	0.2750708126289856	1629.0
CP003496.1_prot_D7S_00210_195	transport system permease protein	0.01189467410401418	1254.0	0.14509695594376976	False	False	1007.0	0.5184102992721056	1179.0
CP003496.1_prot_D7S_00211_196	putative siderophore ABC superfamily ATP binding cassette transporter, ABC protein	-0.04074695971004583	1402.0	0.1656479558953523	False	False	875.0	0.46499828073293353	1285.0
CP003496.1_prot_D7S_00212_197	NlpD protein	-0.05175998770134143	1430.0	-0.12333393180034867	False	False	852.0	0.16202338953898165	1796.0
CP003496.1_prot_D7S_00213_198	zinc import ATP-binding protein ZnuC	-0.2773381807164002	1805.0	0.14775423804725885	False	False	535.0	0.24570526253501496	1676.0
CP003496.1_prot_D7S_00214_199	high-affinity zinc uptake system membrane protein ZnuB	-0.09238787846283165	1511.0	0.3534327411372301	False	True	776.0	0.5983103023566204	1023.0
CP003496.1_prot_D7S_00215_200	SoxR-reducing system protein RsxE	-0.5440696040711602	1974.0	0.12289450961475282	False	False	385.0	0.13638776298806615	1821.0
